Product Name,Current Price,Old Price,Product URL,Color,Color Hex,Thumbnail,Promotion,Basic Specs,Camera & Display,Battery & Charging,Connectivity,Design & Material
Điện thoại Xiaomi Redmi Note 14 Pro+ 5G 12GB/512GB,12.760.000₫,,https://www.thegioididong.com/dtdd/xiaomi-redmi-note-14-pro-plus-5g-12gb-512gb,Vàng,#D8C5BF,https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/42/337713/xiaomi-redmi-note-14-pro-plus-vang-1-638844834009328743-180x125.jpg,"Chọn 1 trong các khuyến mãi:; Bảo hành 1 đổi 1 trong 1 năm  Xem chi tiết; Phiếu mua hàng máy lạnh trị giá 300.000đ; Phiếu mua hàng Xiaomi Redmi Watch 5 trị giá 600.000đ; Phiếu mua hàng máy lọc nước trị giá 300.000đ; Phiếu mua hàng áp dụng mua tất cả sim có gói Mobi, Itel, Local, Vina ,VNMB và 2 gói cước  của Viettel trị giá 50,000đ.; Thu cũ Đổi mới: Giảm đến 2,500,000Đ  Xem chi tiết; Trả chậm 0% lãi suất. Đặc biệt giảm đến 10% tối đa 5 triệu khi thanh toán qua Kredivo","Hệ điều hành: Android 14; Chip xử lý (CPU): Snapdragon 7s Gen 3 5G 8 nhân; Tốc độ CPU: 1 nhân 2.5 GHz, 3 nhân 2.4 GHz & 4 nhân 1.8 GHz; Chip đồ họa (GPU): Adreno 810; RAM: 12 GB","Độ phân giải camera sau: Chính 200 MP & Phụ 8 MP, 2 MP; Quay phim camera sau: HD 720p@30fps FullHD 1080p@60fps FullHD 1080p@30fps 4K 2160p@30fps 4K 2160p@24fps; Đèn Flash camera sau: Có; Tính năng camera sau: Zoom kỹ thuật số Xóa phông Trôi nhanh thời gian (Time Lapse) Toàn cảnh (Panorama) Siêu độ phân giải Siêu cận (Macro) Quét tài liệu Làm đẹp HDR Góc siêu rộng (Ultrawide) Google Lens Dolby Vision HDR Chụp hẹn giờ Chống rung điện tử kỹ thuật số (EIS) Chống rung quang học (OIS) Bộ lọc màu Ban đêm (Night Mode); Độ phân giải camera trước: 20 MP; Tính năng camera trước: Xóa phông Quay video HD Quay video Full HD Làm đẹp Flash màn hình Chụp đêm Chụp hẹn giờ Chụp bằng cử chỉ Bộ lọc màu; Công nghệ màn hình: AMOLED; Độ phân giải màn hình: 1.5K (1220 x 2712 Pixels); Màn hình rộng: 6.67"" - Tần số quét 120 Hz; Độ sáng tối đa: 3000 nits; Mặt kính cảm ứng: Kính cường lực Corning Gorilla Glass Victus 2",Dung lượng pin: 5110 mAh; Loại pin: Li-Po; Hỗ trợ sạc tối đa: 120 W; Sạc kèm theo máy: 120 W; Công nghệ pin: Tiết kiệm pin Sạc pin nhanh HyperCharge,Mạng di động: Hỗ trợ 5G; SIM: 2 Nano SIM; Wifi: Wi-Fi hotspot Wi-Fi Direct Wi-Fi 6E Wi-Fi 6 Wi-Fi 5 Wi-Fi 4 Dual-band (2.4 GHz/5 GHz); GPS: QZSS GPS GLONASS GALILEO BEIDOU; Bluetooth: v5.4; Cổng kết nối/sạc: Type-C; Jack tai nghe: Type-C; Kết nối khác: NFC Hồng ngoại,"Thiết kế: Nguyên khối; Chất liệu: Khung kim loại & Mặt lưng kính (Đen, Xanh) | Da nhân tạo (Tím); Kích thước, khối lượng: Dài 162.53 mm - Ngang 74.67 mm - Dày 8.75 mm (Đen, Xanh, Vàng) | 8.85 mm (Tím) - Nặng 210.14g (Đen, Xanh, Vàng) | 205.13g (Tím); Thời điểm ra mắt: 01/2025; Hãng: Xiaomi. Xem thông tin hãng"
Điện thoại Xiaomi Redmi Note 14 Pro+ 5G 12GB/512GB,12.760.000₫,,https://www.thegioididong.com/dtdd/xiaomi-redmi-note-14-pro-plus-5g-12gb-512gb,Xanh Dương,#B9D2D8,https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/42/337713/Kit/xiaomi-redmi-note-14-pro-plus-bbh-638844839264442950.jpg,"Chọn 1 trong các khuyến mãi:; Bảo hành 1 đổi 1 trong 1 năm  Xem chi tiết; Phiếu mua hàng máy lạnh trị giá 300.000đ; Phiếu mua hàng Xiaomi Redmi Watch 5 trị giá 600.000đ; Phiếu mua hàng máy lọc nước trị giá 300.000đ; Phiếu mua hàng áp dụng mua tất cả sim có gói Mobi, Itel, Local, Vina ,VNMB và 2 gói cước  của Viettel trị giá 50,000đ.; Thu cũ Đổi mới: Giảm đến 2,500,000Đ  Xem chi tiết; Trả chậm 0% lãi suất. Đặc biệt giảm đến 10% tối đa 5 triệu khi thanh toán qua Kredivo","Hệ điều hành: Android 14; Chip xử lý (CPU): Snapdragon 7s Gen 3 5G 8 nhân; Tốc độ CPU: 1 nhân 2.5 GHz, 3 nhân 2.4 GHz & 4 nhân 1.8 GHz; Chip đồ họa (GPU): Adreno 810; RAM: 12 GB","Độ phân giải camera sau: Chính 200 MP & Phụ 8 MP, 2 MP; Quay phim camera sau: HD 720p@30fps FullHD 1080p@60fps FullHD 1080p@30fps 4K 2160p@30fps 4K 2160p@24fps; Đèn Flash camera sau: Có; Tính năng camera sau: Zoom kỹ thuật số Xóa phông Trôi nhanh thời gian (Time Lapse) Toàn cảnh (Panorama) Siêu độ phân giải Siêu cận (Macro) Quét tài liệu Làm đẹp HDR Góc siêu rộng (Ultrawide) Google Lens Dolby Vision HDR Chụp hẹn giờ Chống rung điện tử kỹ thuật số (EIS) Chống rung quang học (OIS) Bộ lọc màu Ban đêm (Night Mode); Độ phân giải camera trước: 20 MP; Tính năng camera trước: Xóa phông Quay video HD Quay video Full HD Làm đẹp Flash màn hình Chụp đêm Chụp hẹn giờ Chụp bằng cử chỉ Bộ lọc màu; Công nghệ màn hình: AMOLED; Độ phân giải màn hình: 1.5K (1220 x 2712 Pixels); Màn hình rộng: 6.67"" - Tần số quét 120 Hz; Độ sáng tối đa: 3000 nits; Mặt kính cảm ứng: Kính cường lực Corning Gorilla Glass Victus 2",Dung lượng pin: 5110 mAh; Loại pin: Li-Po; Hỗ trợ sạc tối đa: 120 W; Sạc kèm theo máy: 120 W; Công nghệ pin: Tiết kiệm pin Sạc pin nhanh HyperCharge,Mạng di động: Hỗ trợ 5G; SIM: 2 Nano SIM; Wifi: Wi-Fi hotspot Wi-Fi Direct Wi-Fi 6E Wi-Fi 6 Wi-Fi 5 Wi-Fi 4 Dual-band (2.4 GHz/5 GHz); GPS: QZSS GPS GLONASS GALILEO BEIDOU; Bluetooth: v5.4; Cổng kết nối/sạc: Type-C; Jack tai nghe: Type-C; Kết nối khác: NFC Hồng ngoại,"Thiết kế: Nguyên khối; Chất liệu: Khung kim loại & Mặt lưng kính (Đen, Xanh) | Da nhân tạo (Tím); Kích thước, khối lượng: Dài 162.53 mm - Ngang 74.67 mm - Dày 8.75 mm (Đen, Xanh, Vàng) | 8.85 mm (Tím) - Nặng 210.14g (Đen, Xanh, Vàng) | 205.13g (Tím); Thời điểm ra mắt: 01/2025; Hãng: Xiaomi. Xem thông tin hãng"
Điện thoại Xiaomi Redmi Note 14 Pro+ 5G 12GB/512GB,12.760.000₫,,https://www.thegioididong.com/dtdd/xiaomi-redmi-note-14-pro-plus-5g-12gb-512gb,Đen,#3E3F42,https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/42/337713/Kit/xiaomi-redmi-note-14-pro-plus-bbh-638844839264442950.jpg,"Chọn 1 trong các khuyến mãi:; Bảo hành 1 đổi 1 trong 1 năm  Xem chi tiết; Phiếu mua hàng máy lạnh trị giá 300.000đ; Phiếu mua hàng Xiaomi Redmi Watch 5 trị giá 600.000đ; Phiếu mua hàng máy lọc nước trị giá 300.000đ; Phiếu mua hàng áp dụng mua tất cả sim có gói Mobi, Itel, Local, Vina ,VNMB và 2 gói cước  của Viettel trị giá 50,000đ.; Thu cũ Đổi mới: Giảm đến 2,500,000Đ  Xem chi tiết; Trả chậm 0% lãi suất. Đặc biệt giảm đến 10% tối đa 5 triệu khi thanh toán qua Kredivo","Hệ điều hành: Android 14; Chip xử lý (CPU): Snapdragon 7s Gen 3 5G 8 nhân; Tốc độ CPU: 1 nhân 2.5 GHz, 3 nhân 2.4 GHz & 4 nhân 1.8 GHz; Chip đồ họa (GPU): Adreno 810; RAM: 12 GB","Độ phân giải camera sau: Chính 200 MP & Phụ 8 MP, 2 MP; Quay phim camera sau: HD 720p@30fps FullHD 1080p@60fps FullHD 1080p@30fps 4K 2160p@30fps 4K 2160p@24fps; Đèn Flash camera sau: Có; Tính năng camera sau: Zoom kỹ thuật số Xóa phông Trôi nhanh thời gian (Time Lapse) Toàn cảnh (Panorama) Siêu độ phân giải Siêu cận (Macro) Quét tài liệu Làm đẹp HDR Góc siêu rộng (Ultrawide) Google Lens Dolby Vision HDR Chụp hẹn giờ Chống rung điện tử kỹ thuật số (EIS) Chống rung quang học (OIS) Bộ lọc màu Ban đêm (Night Mode); Độ phân giải camera trước: 20 MP; Tính năng camera trước: Xóa phông Quay video HD Quay video Full HD Làm đẹp Flash màn hình Chụp đêm Chụp hẹn giờ Chụp bằng cử chỉ Bộ lọc màu; Công nghệ màn hình: AMOLED; Độ phân giải màn hình: 1.5K (1220 x 2712 Pixels); Màn hình rộng: 6.67"" - Tần số quét 120 Hz; Độ sáng tối đa: 3000 nits; Mặt kính cảm ứng: Kính cường lực Corning Gorilla Glass Victus 2",Dung lượng pin: 5110 mAh; Loại pin: Li-Po; Hỗ trợ sạc tối đa: 120 W; Sạc kèm theo máy: 120 W; Công nghệ pin: Tiết kiệm pin Sạc pin nhanh HyperCharge,Mạng di động: Hỗ trợ 5G; SIM: 2 Nano SIM; Wifi: Wi-Fi hotspot Wi-Fi Direct Wi-Fi 6E Wi-Fi 6 Wi-Fi 5 Wi-Fi 4 Dual-band (2.4 GHz/5 GHz); GPS: QZSS GPS GLONASS GALILEO BEIDOU; Bluetooth: v5.4; Cổng kết nối/sạc: Type-C; Jack tai nghe: Type-C; Kết nối khác: NFC Hồng ngoại,"Thiết kế: Nguyên khối; Chất liệu: Khung kim loại & Mặt lưng kính (Đen, Xanh) | Da nhân tạo (Tím); Kích thước, khối lượng: Dài 162.53 mm - Ngang 74.67 mm - Dày 8.75 mm (Đen, Xanh, Vàng) | 8.85 mm (Tím) - Nặng 210.14g (Đen, Xanh, Vàng) | 205.13g (Tím); Thời điểm ra mắt: 01/2025; Hãng: Xiaomi. Xem thông tin hãng"
Điện thoại Xiaomi Redmi Note 14 Pro+ 5G 12GB/512GB,12.760.000₫,,https://www.thegioididong.com/dtdd/xiaomi-redmi-note-14-pro-plus-5g-12gb-512gb,Tím,#C5C4DE,https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/42/337713/Kit/xiaomi-redmi-note-14-pro-plus-bbh-638844839264442950.jpg,"Chọn 1 trong các khuyến mãi:; Bảo hành 1 đổi 1 trong 1 năm  Xem chi tiết; Phiếu mua hàng máy lạnh trị giá 300.000đ; Phiếu mua hàng Xiaomi Redmi Watch 5 trị giá 600.000đ; Phiếu mua hàng máy lọc nước trị giá 300.000đ; Phiếu mua hàng áp dụng mua tất cả sim có gói Mobi, Itel, Local, Vina ,VNMB và 2 gói cước  của Viettel trị giá 50,000đ.; Thu cũ Đổi mới: Giảm đến 2,500,000Đ  Xem chi tiết; Trả chậm 0% lãi suất. Đặc biệt giảm đến 10% tối đa 5 triệu khi thanh toán qua Kredivo","Hệ điều hành: Android 14; Chip xử lý (CPU): Snapdragon 7s Gen 3 5G 8 nhân; Tốc độ CPU: 1 nhân 2.5 GHz, 3 nhân 2.4 GHz & 4 nhân 1.8 GHz; Chip đồ họa (GPU): Adreno 810; RAM: 12 GB","Độ phân giải camera sau: Chính 200 MP & Phụ 8 MP, 2 MP; Quay phim camera sau: HD 720p@30fps FullHD 1080p@60fps FullHD 1080p@30fps 4K 2160p@30fps 4K 2160p@24fps; Đèn Flash camera sau: Có; Tính năng camera sau: Zoom kỹ thuật số Xóa phông Trôi nhanh thời gian (Time Lapse) Toàn cảnh (Panorama) Siêu độ phân giải Siêu cận (Macro) Quét tài liệu Làm đẹp HDR Góc siêu rộng (Ultrawide) Google Lens Dolby Vision HDR Chụp hẹn giờ Chống rung điện tử kỹ thuật số (EIS) Chống rung quang học (OIS) Bộ lọc màu Ban đêm (Night Mode); Độ phân giải camera trước: 20 MP; Tính năng camera trước: Xóa phông Quay video HD Quay video Full HD Làm đẹp Flash màn hình Chụp đêm Chụp hẹn giờ Chụp bằng cử chỉ Bộ lọc màu; Công nghệ màn hình: AMOLED; Độ phân giải màn hình: 1.5K (1220 x 2712 Pixels); Màn hình rộng: 6.67"" - Tần số quét 120 Hz; Độ sáng tối đa: 3000 nits; Mặt kính cảm ứng: Kính cường lực Corning Gorilla Glass Victus 2",Dung lượng pin: 5110 mAh; Loại pin: Li-Po; Hỗ trợ sạc tối đa: 120 W; Sạc kèm theo máy: 120 W; Công nghệ pin: Tiết kiệm pin Sạc pin nhanh HyperCharge,Mạng di động: Hỗ trợ 5G; SIM: 2 Nano SIM; Wifi: Wi-Fi hotspot Wi-Fi Direct Wi-Fi 6E Wi-Fi 6 Wi-Fi 5 Wi-Fi 4 Dual-band (2.4 GHz/5 GHz); GPS: QZSS GPS GLONASS GALILEO BEIDOU; Bluetooth: v5.4; Cổng kết nối/sạc: Type-C; Jack tai nghe: Type-C; Kết nối khác: NFC Hồng ngoại,"Thiết kế: Nguyên khối; Chất liệu: Khung kim loại & Mặt lưng kính (Đen, Xanh) | Da nhân tạo (Tím); Kích thước, khối lượng: Dài 162.53 mm - Ngang 74.67 mm - Dày 8.75 mm (Đen, Xanh, Vàng) | 8.85 mm (Tím) - Nặng 210.14g (Đen, Xanh, Vàng) | 205.13g (Tím); Thời điểm ra mắt: 01/2025; Hãng: Xiaomi. Xem thông tin hãng"
Điện thoại Xiaomi Redmi Note 14 Pro 8GB/256GB,7.850.000₫,,https://www.thegioididong.com/dtdd/xiaomi-redmi-note-14-pro,Đen,#242424,https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/42/320730/xiaomi-redmi-note-14-pro-black-1-638726277061786663-180x125.jpg,"Chọn 1 trong các khuyến mãi:; Bảo hành 1 đổi 1 trong 1 năm  Xem chi tiết; Phiếu mua hàng trị giá 700,000đ mua tablet  có giá niêm yết từ 5,000,000đ; Phiếu mua hàng máy lạnh trị giá 300.000đ; Phiếu mua hàng Xiaomi Redmi Watch 5 trị giá 600.000đ; Phiếu mua hàng máy lọc nước trị giá 300.000đ; Phiếu mua hàng áp dụng mua tất cả sim có gói Mobi, Itel, Local, Vina ,VNMB và 2 gói cước  của Viettel trị giá 50,000đ.; Thu cũ Đổi mới: Giảm đến 1,500,000Đ  Xem chi tiết; Trả chậm 0% lãi suất. Đặc biệt giảm đến 10% tối đa 5 triệu khi thanh toán qua Kredivo",Hệ điều hành: Xiaomi HyperOS (Android 14); Chip xử lý (CPU): MediaTek Helio G100-Ultra 8 nhân; Tốc độ CPU: 2 nhân 2.2 GHz & 6 nhân 2.0 GHz; Chip đồ họa (GPU): Mali-G57 MC2; RAM: 8 GB,"Độ phân giải camera sau: Chính 200 MP & Phụ 8 MP, 2 MP; Quay phim camera sau: HD 720p@30fps FullHD 1080p@60fps FullHD 1080p@30fps; Đèn Flash camera sau: Có; Tính năng camera sau: Zoom kỹ thuật số Xóa phông Trôi nhanh thời gian (Time Lapse) Toàn cảnh ban đêm (Night Panorama) Siêu độ phân giải Siêu cận (Macro) Quay chậm (Slow Motion) Làm đẹp Góc siêu rộng (Ultrawide) Google Lens Chụp hẹn giờ Chống rung điện tử kỹ thuật số (EIS) Chống rung quang học (OIS) Bộ lọc màu Ban đêm (Night Mode); Độ phân giải camera trước: 32 MP; Tính năng camera trước: Xóa phông Quay video HD Quay video Full HD Làm đẹp Flash màn hình Chụp đêm Chụp hẹn giờ Chụp bằng cử chỉ Bộ lọc màu; Công nghệ màn hình: AMOLED; Độ phân giải màn hình: Full HD+ (1080 x 2400 Pixels); Màn hình rộng: 6.67"" - Tần số quét 120 Hz; Độ sáng tối đa: 1800 nits; Mặt kính cảm ứng: Kính cường lực Corning Gorilla Glass Victus 2",Dung lượng pin: 5500 mAh; Loại pin: Li-Po; Hỗ trợ sạc tối đa: 45 W; Sạc kèm theo máy: 45 W; Công nghệ pin: Tiết kiệm pin Sạc pin nhanh,Mạng di động: Hỗ trợ 4G; SIM: 2 Nano SIM (SIM 2 chung khe thẻ nhớ); Wifi: Wi-Fi hotspot Wi-Fi Direct Wi-Fi 802.11 a/b/g/n/ac Dual-band (2.4 GHz/5 GHz); GPS: QZSS GPS GLONASS GALILEO BEIDOU; Bluetooth: v5.3; Cổng kết nối/sạc: Type-C; Jack tai nghe: 3.5 mm; Kết nối khác: NFC Hồng ngoại,"Thiết kế: Nguyên khối; Chất liệu: Khung & Mặt lưng nhựa; Kích thước, khối lượng: Dài 162.16 mm - Ngang 74.92 mm - Dày 8.24 mm - Nặng 180 g; Thời điểm ra mắt: 01/2025; Hãng: Xiaomi. Xem thông tin hãng"
Điện thoại Xiaomi Redmi Note 14 Pro 8GB/256GB,7.850.000₫,,https://www.thegioididong.com/dtdd/xiaomi-redmi-note-14-pro,Xanh Dương,#78A6B7,https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/42/320730/xiaomi-redmi-note-14-pro-xanh-1-638726277915426611-180x125.jpg,"Chọn 1 trong các khuyến mãi:; Bảo hành 1 đổi 1 trong 1 năm  Xem chi tiết; Phiếu mua hàng trị giá 700,000đ mua tablet  có giá niêm yết từ 5,000,000đ; Phiếu mua hàng máy lạnh trị giá 300.000đ; Phiếu mua hàng Xiaomi Redmi Watch 5 trị giá 600.000đ; Phiếu mua hàng máy lọc nước trị giá 300.000đ; Phiếu mua hàng áp dụng mua tất cả sim có gói Mobi, Itel, Local, Vina ,VNMB và 2 gói cước  của Viettel trị giá 50,000đ.; Thu cũ Đổi mới: Giảm đến 1,500,000Đ  Xem chi tiết; Trả chậm 0% lãi suất. Đặc biệt giảm đến 10% tối đa 5 triệu khi thanh toán qua Kredivo",Hệ điều hành: Xiaomi HyperOS (Android 14); Chip xử lý (CPU): MediaTek Helio G100-Ultra 8 nhân; Tốc độ CPU: 2 nhân 2.2 GHz & 6 nhân 2.0 GHz; Chip đồ họa (GPU): Mali-G57 MC2; RAM: 8 GB,"Độ phân giải camera sau: Chính 200 MP & Phụ 8 MP, 2 MP; Quay phim camera sau: HD 720p@30fps FullHD 1080p@60fps FullHD 1080p@30fps; Đèn Flash camera sau: Có; Tính năng camera sau: Zoom kỹ thuật số Xóa phông Trôi nhanh thời gian (Time Lapse) Toàn cảnh ban đêm (Night Panorama) Siêu độ phân giải Siêu cận (Macro) Quay chậm (Slow Motion) Làm đẹp Góc siêu rộng (Ultrawide) Google Lens Chụp hẹn giờ Chống rung điện tử kỹ thuật số (EIS) Chống rung quang học (OIS) Bộ lọc màu Ban đêm (Night Mode); Độ phân giải camera trước: 32 MP; Tính năng camera trước: Xóa phông Quay video HD Quay video Full HD Làm đẹp Flash màn hình Chụp đêm Chụp hẹn giờ Chụp bằng cử chỉ Bộ lọc màu; Công nghệ màn hình: AMOLED; Độ phân giải màn hình: Full HD+ (1080 x 2400 Pixels); Màn hình rộng: 6.67"" - Tần số quét 120 Hz; Độ sáng tối đa: 1800 nits; Mặt kính cảm ứng: Kính cường lực Corning Gorilla Glass Victus 2",Dung lượng pin: 5500 mAh; Loại pin: Li-Po; Hỗ trợ sạc tối đa: 45 W; Sạc kèm theo máy: 45 W; Công nghệ pin: Tiết kiệm pin Sạc pin nhanh,Mạng di động: Hỗ trợ 4G; SIM: 2 Nano SIM (SIM 2 chung khe thẻ nhớ); Wifi: Wi-Fi hotspot Wi-Fi Direct Wi-Fi 802.11 a/b/g/n/ac Dual-band (2.4 GHz/5 GHz); GPS: QZSS GPS GLONASS GALILEO BEIDOU; Bluetooth: v5.3; Cổng kết nối/sạc: Type-C; Jack tai nghe: 3.5 mm; Kết nối khác: NFC Hồng ngoại,"Thiết kế: Nguyên khối; Chất liệu: Khung & Mặt lưng nhựa; Kích thước, khối lượng: Dài 162.16 mm - Ngang 74.92 mm - Dày 8.24 mm - Nặng 180 g; Thời điểm ra mắt: 01/2025; Hãng: Xiaomi. Xem thông tin hãng"
Điện thoại Xiaomi Redmi Note 14 Pro 8GB/256GB,7.850.000₫,,https://www.thegioididong.com/dtdd/xiaomi-redmi-note-14-pro,Tím,#DCDAF1,https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/42/320730/xiaomi-redmi-note-14-pro-purple-1-638726277529677591-180x125.jpg,"Chọn 1 trong các khuyến mãi:; Bảo hành 1 đổi 1 trong 1 năm  Xem chi tiết; Phiếu mua hàng trị giá 700,000đ mua tablet  có giá niêm yết từ 5,000,000đ; Phiếu mua hàng máy lạnh trị giá 300.000đ; Phiếu mua hàng Xiaomi Redmi Watch 5 trị giá 600.000đ; Phiếu mua hàng máy lọc nước trị giá 300.000đ; Phiếu mua hàng áp dụng mua tất cả sim có gói Mobi, Itel, Local, Vina ,VNMB và 2 gói cước  của Viettel trị giá 50,000đ.; Thu cũ Đổi mới: Giảm đến 1,500,000Đ  Xem chi tiết; Trả chậm 0% lãi suất. Đặc biệt giảm đến 10% tối đa 5 triệu khi thanh toán qua Kredivo",Hệ điều hành: Xiaomi HyperOS (Android 14); Chip xử lý (CPU): MediaTek Helio G100-Ultra 8 nhân; Tốc độ CPU: 2 nhân 2.2 GHz & 6 nhân 2.0 GHz; Chip đồ họa (GPU): Mali-G57 MC2; RAM: 8 GB,"Độ phân giải camera sau: Chính 200 MP & Phụ 8 MP, 2 MP; Quay phim camera sau: HD 720p@30fps FullHD 1080p@60fps FullHD 1080p@30fps; Đèn Flash camera sau: Có; Tính năng camera sau: Zoom kỹ thuật số Xóa phông Trôi nhanh thời gian (Time Lapse) Toàn cảnh ban đêm (Night Panorama) Siêu độ phân giải Siêu cận (Macro) Quay chậm (Slow Motion) Làm đẹp Góc siêu rộng (Ultrawide) Google Lens Chụp hẹn giờ Chống rung điện tử kỹ thuật số (EIS) Chống rung quang học (OIS) Bộ lọc màu Ban đêm (Night Mode); Độ phân giải camera trước: 32 MP; Tính năng camera trước: Xóa phông Quay video HD Quay video Full HD Làm đẹp Flash màn hình Chụp đêm Chụp hẹn giờ Chụp bằng cử chỉ Bộ lọc màu; Công nghệ màn hình: AMOLED; Độ phân giải màn hình: Full HD+ (1080 x 2400 Pixels); Màn hình rộng: 6.67"" - Tần số quét 120 Hz; Độ sáng tối đa: 1800 nits; Mặt kính cảm ứng: Kính cường lực Corning Gorilla Glass Victus 2",Dung lượng pin: 5500 mAh; Loại pin: Li-Po; Hỗ trợ sạc tối đa: 45 W; Sạc kèm theo máy: 45 W; Công nghệ pin: Tiết kiệm pin Sạc pin nhanh,Mạng di động: Hỗ trợ 4G; SIM: 2 Nano SIM (SIM 2 chung khe thẻ nhớ); Wifi: Wi-Fi hotspot Wi-Fi Direct Wi-Fi 802.11 a/b/g/n/ac Dual-band (2.4 GHz/5 GHz); GPS: QZSS GPS GLONASS GALILEO BEIDOU; Bluetooth: v5.3; Cổng kết nối/sạc: Type-C; Jack tai nghe: 3.5 mm; Kết nối khác: NFC Hồng ngoại,"Thiết kế: Nguyên khối; Chất liệu: Khung & Mặt lưng nhựa; Kích thước, khối lượng: Dài 162.16 mm - Ngang 74.92 mm - Dày 8.24 mm - Nặng 180 g; Thời điểm ra mắt: 01/2025; Hãng: Xiaomi. Xem thông tin hãng"
Điện thoại HONOR X8c 8GB/256GB,6870000.0,,https://www.thegioididong.com/dtdd/honor-x8c,Unnamed Color,#FBF7F4,https://cdnv2.tgdd.vn/mwg-static/common/Campaign/63/b5/63b5f5e43e4ffc9b2e5a19a75a6550bd.png,,Hệ điều hành: Android 15; Chip xử lý (CPU): Snapdragon 685 8 nhân; Tốc độ CPU: 4 nhân 2.8 GHz & 4 nhân 1.9 GHz; Chip đồ họa (GPU): Adreno 610; RAM: 8 GB,,,,
Điện thoại HONOR X8c 8GB/256GB,6870000.0,,https://www.thegioididong.com/dtdd/honor-x8c,Unnamed Color,#A7CC8E,https://cdnv2.tgdd.vn/mwg-static/common/Campaign/d8/68/d868d15b305db97d3ff5b518fcbc6c60.png,,Hệ điều hành: Android 15; Chip xử lý (CPU): Snapdragon 685 8 nhân; Tốc độ CPU: 4 nhân 2.8 GHz & 4 nhân 1.9 GHz; Chip đồ họa (GPU): Adreno 610; RAM: 8 GB,,,,
Điện thoại realme Note 60x 4GB/64GB,2.940.000₫,,https://www.thegioididong.com/dtdd/realme-note-60x-4gb,Xanh lá nhạt,#BDF2D0,https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/42/333281/realme-note-60x-green-1-638711528076381026-180x125.jpg,"Chọn 1 trong các khuyến mãi:; Phiếu mua hàng máy lạnh trị giá 300.000đ; Phiếu mua hàng máy lọc nước trị giá 300.000đ; Phiếu mua hàng áp dụng mua tất cả sim có gói Mobi, Itel, Local, Vina ,VNMB và 2 gói cước  của Viettel trị giá 50,000đ.; Trả chậm 0 Đồng - 0% Lãi suất kỳ hạn 1- 3 tháng. Giảm đến 50% tối đa 50,000đ khi thanh toán qua HOME PayLater; Trả chậm 0% lãi suất. Đặc biệt giảm đến 10% tối đa 5 triệu khi thanh toán qua Kredivo",Hệ điều hành: Android 14; Chip xử lý (CPU): Unisoc Tiger T612; Tốc độ CPU: 1.8 GHz; Chip đồ họa (GPU): Mali-G57; RAM: 4 GB,"Độ phân giải camera sau: 8 MP; Quay phim camera sau: SD 480p@30fps HD 720p@30fps FullHD 1080p@30fps; Đèn Flash camera sau: Có; Tính năng camera sau: Xóa phông Trôi nhanh thời gian (Time Lapse) Toàn cảnh (Panorama) Quét mã QR Quay chậm (Slow Motion) Google Lens Chuyên nghiệp (Pro) Ban đêm (Night Mode); Độ phân giải camera trước: 5 MP; Tính năng camera trước: Xóa phông Quay video SD Quay video HD Quay video CIF Làm đẹp; Công nghệ màn hình: IPS LCD; Độ phân giải màn hình: HD+ (720 x 1600 Pixels); Màn hình rộng: 6.74"" - Tần số quét 90 Hz; Độ sáng tối đa: 560 nits; Mặt kính cảm ứng: Kính cường lực ArmorShell",Dung lượng pin: 5000 mAh; Loại pin: Li-Po; Hỗ trợ sạc tối đa: 10 W; Sạc kèm theo máy: 10 W; Công nghệ pin: Tiết kiệm pin,Mạng di động: Hỗ trợ 4G; SIM: 2 Nano SIM; Wifi: Wi-Fi 5 Wi-Fi 4 Dual-band (2.4 GHz/5 GHz); GPS: GPS GLONASS GALILEO BEIDOU; Bluetooth: v5.0; Cổng kết nối/sạc: Type-C; Jack tai nghe: 3.5 mm; Kết nối khác: OTG,"Thiết kế: Nguyên khối; Chất liệu: Khung kim loại & Mặt lưng kính; Kích thước, khối lượng: Dài 167.26 mm - Ngang 76.67 mm - Dày 7.84 mm - Nặng 187 g; Thời điểm ra mắt: 01/2025; Hãng: realme. Xem thông tin hãng"
